MatchtypeId,CompName,date,matchid,battingclubid,overs,Phase3idStar,Phase3idStarPhrase,Phase4id,Phase4idPhrase,batruns,0s,1s,2s,3s,4s,6s,StrikerName,PaceorSpin,BowlingTypeGroup,Batwkts,LengthX,LengthY,HeightX,HeightY,StrikerBattingType,WWregion63,StrikerBattingType
3,AusvsNZ,18-06-2021,10213,5,19.5,3,16 to 20,4,17 to 20,0,1,0,0,0,0,0,James Neesham,1,2,0,106,78,246,418,2,8,2
3,AusvsNZ,18-06-2021,10213,5,19.5,3,16 to 20,4,17 to 20,1,,1,0,0,0,0,Tim Seifert,1,2,0,169,26,288,368,1,21,1
3,AusvsNZ,18-06-2021,10213,5,19.6,3,16 to 20,4,17 to 20,2,,0,1,0,0,0,James Neesham,1,2,0,234,37,334,368,2,4,2
3,AusvsNZ,18-06-2021,10213,2,0.1,1,1 to 6,1,1 to 6,0,1,0,0,0,0,0,David Warner,1,2,0,268,911,383,306,2,8,2
3,AusvsNZ,18-06-2021,10213,2,0.2,1,1 to 6,1,1 to 6,0,1,0,0,0,0,0,David Warner,1,2,0,226,813,333,303,2,8,2
3,AusvsNZ,18-06-2021,10213,2,0.3,1,1 to 6,1,1 to 6,1,,1,0,0,0,0,David Warner,1,2,0,292,739,382,341,2,23,2
3,AusvsNZ,18-06-2021,10213,2,0.4,1,1 to 6,1,1 to 6,0,1,0,0,0,0,0,Aaron Finch,1,2,0,128,548,268,352,1,19,1
3,AusvsNZ,18-06-2021,10213,2,0.5,1,1 to 6,1,1 to 6,0,1,0,0,0,0,0,Aaron Finch,1,2,0,199,970,265,264,1,20,1
3,AusvsNZ,18-06-2021,10213,2,0.6,1,1 to 6,1,1 to 6,0,1,0,0,0,0,0,Aaron Finch,1,2,0,188,705,327,360,1,22,1
3,AusvsNZ,18-06-2021,10213,2,1.1,1,1 to 6,1,1 to 6,0,1,0,0,0,0,0,David Warner,1,2,0,179,903,345,297,2,16,2
3,AusvsNZ,18-06-2021,10213,2,1.2,1,1 to 6,1,1 to 6,4,,0,0,0,1,0,David Warner,1,1,0,257,528,369,367,2,22,2
3,AusvsNZ,18-06-2021,10213,2,1.3,1,1 to 6,1,1 to 6,4,,0,0,0,1,0,David Warner,1,1,0,209,807,355,306,2,18,2
3,AusvsNZ,18-06-2021,10213,2,1.4,1,1 to 6,1,1 to 6,0,1,0,0,0,0,0,David Warner,1,1,0,195,616,312,361,2,18,2
3,AusvsNZ,18-06-2021,10213,2,1.5,1,1 to 6,1,1 to 6,1,,1,0,0,0,0,David Warner,1,1,0,150,882,277,324,2,21,2
3,AusvsNZ,18-06-2021,10213,2,1.6,1,1 to 6,1,1 to 6,1,,1,0,0,0,0,Aaron Finch,1,1,0,135,745,276,316,1,15,1
3,AusvsNZ,18-06-2021,10213,2,2.1,1,1 to 6,1,1 to 6,0,1,0,0,0,0,0,Aaron Finch,1,2,0,106,773,224,311,1,8,1
3,AusvsNZ,18-06-2021,10213,2,2.2,1,1 to 6,1,1 to 6,4,,0,0,0,1,0,Aaron Finch,1,2,0,152,589,269,375,1,21,1
3,AusvsNZ,18-06-2021,10213,2,2.3,1,1 to 6,1,1 to 6,0,1,0,0,0,0,0,Aaron Finch,1,2,1,212,1114,278,261,1,19,1
3,AusvsNZ,18-06-2021,10213,2,2.4,1,1 to 6,1,1 to 6,0,1,0,0,0,0,0,David Warner,1,2,0,244,787,297,329,2,17,2
3,AusvsNZ,18-06-2021,10213,2,2.5,1,1 to 6,1,1 to 6,0,1,0,0,0,0,0,David Warner,1,2,0,247,828,360,306,2,8,2
3,AusvsNZ,18-06-2021,10213,2,2.6,1,1 to 6,1,1 to 6,0,1,0,0,0,0,0,David Warner,1,2,0,247,773,317,317,2,20,2
3,AusvsNZ,18-06-2021,10213,2,3.1,1,1 to 6,1,1 to 6,6,,0,0,0,0,1,Mitchell Marsh,1,1,0,161,867,323,298,1,7,1
3,AusvsNZ,18-06-2021,10213,2,3.2,1,1 to 6,1,1 to 6,4,,0,0,0,1,0,Mitchell Marsh,1,1,0,112,909,267,292,1,16,1
3,AusvsNZ,18-06-2021,10213,2,3.3,1,1 to 6,1,1 to 6,4,,0,0,0,1,0,Mitchell Marsh,1,1,0,107,867,275,282,1,21,1
3,AusvsNZ,18-06-2021,10213,2,3.4,1,1 to 6,1,1 to 6,1,,1,0,0,0,0,Mitchell Marsh,1,1,0,118,562,267,377,1,20,1
3,AusvsNZ,18-06-2021,10213,2,3.5,1,1 to 6,1,1 to 6,0,1,0,0,0,0,0,David Warner,1,1,0,187,875,343,302,2,19,2
3,AusvsNZ,18-06-2021,10213,2,3.6,1,1 to 6,1,1 to 6,0,1,0,0,0,0,0,David Warner,1,1,0,150,807,309,298,2,8,2
3,AusvsNZ,18-06-2021,10213,2,4.1,1,1 to 6,1,1 to 6,1,,1,0,0,0,0,Mitchell Marsh,1,1,0,147,869,328,310,1,20,1
3,AusvsNZ,18-06-2021,10213,2,4.2,1,1 to 6,1,1 to 6,1,,1,0,0,0,0,David Warner,1,1,0,160,882,286,338,2,6,2
3,AusvsNZ,18-06-2021,10213,2,4.3,1,1 to 6,1,1 to 6,0,1,0,0,0,0,0,Mitchell Marsh,1,1,0,133,834,272,316,1,19,1
3,AusvsNZ,18-06-2021,10213,2,4.4,1,1 to 6,1,1 to 6,1,,1,0,0,0,0,Mitchell Marsh,1,1,0,134,807,305,320,1,21,1
3,AusvsNZ,18-06-2021,10213,2,4.5,1,1 to 6,1,1 to 6,6,,0,0,0,0,1,David Warner,1,1,0,150,889,309,321,2,19,2
3,AusvsNZ,18-06-2021,10213,2,4.6,1,1 to 6,1,1 to 6,1,,1,0,0,0,0,David Warner,1,1,0,185,828,340,315,2,19,2
3,AusvsNZ,18-06-2021,10213,2,5.1,1,1 to 6,1,1 to 6,0,1,0,0,0,0,0,David Warner,1,1,0,147,732,282,353,2,19,2
3,AusvsNZ,18-06-2021,10213,2,5.2,1,1 to 6,1,1 to 6,0,1,0,0,0,0,0,Mitchell Marsh,1,1,0,131,931,306,291,1,24,1
3,AusvsNZ,18-06-2021,10213,2,5.3,1,1 to 6,1,1 to 6,0,1,0,0,0,0,0,David Warner,1,1,0,152,855,305,323,2,18,2
3,AusvsNZ,18-06-2021,10213,2,5.4,1,1 to 6,1,1 to 6,0,1,0,0,0,0,0,David Warner,1,1,0,145,1092,309,245,2,1,2
3,AusvsNZ,18-06-2021,10213,2,5.5,1,1 to 6,1,1 to 6,1,,1,0,0,0,0,David Warner,1,1,0,162,769,301,327,2,19,2
3,AusvsNZ,18-06-2021,10213,2,5.6,1,1 to 6,1,1 to 6,0,1,0,0,0,0,0,Mitchell Marsh,1,1,0,121,814,274,319,1,24,1
3,AusvsNZ,18-06-2021,10213,2,6.1,2,7 to 15,2,7 to 10,1,,1,0,0,0,0,David Warner,2,5,0,195,562,296,347,2,20,2
3,AusvsNZ,18-06-2021,10213,2,6.2,2,7 to 15,2,7 to 10,1,,1,0,0,0,0,Mitchell Marsh,2,5,0,153,574,299,338,1,8,1
3,AusvsNZ,18-06-2021,10213,2,6.3,2,7 to 15,2,7 to 10,2,,0,1,0,0,0,David Warner,2,5,0,195,664,332,325,2,22,2
3,AusvsNZ,18-06-2021,10213,2,6.4,2,7 to 15,2,7 to 10,1,,1,0,0,0,0,David Warner,2,5,0,191,650,333,327,2,23,2
